date,average_demand_mw,peak_demand_mw,minimum_demand_mw,total_energy_gwh,hour_of_day,load_factor
2026-03-19,17385.125,18949,15715,417.243,7,0.9174692595915351
2026-03-20,17424.833333333332,19747,14845,418.196,9,0.8824040782566127
2026-03-21,16167.916666666666,17442,14758,388.03,16,0.926953139930436
2026-03-22,16108.875,17610,14164,386.613,16,0.9147572402044293
2026-03-23,17207.375,19094,14477,412.977,19,0.9011927830732167
2026-03-24,17121.583333333332,18799,15674,410.918,6,0.9107709629944855
2026-03-25,16719.791666666668,18600,14970,401.275,16,0.8989135304659499
2026-03-26,16786.458333333332,18000,14268,402.875,19,0.9325810185185185
2026-03-27,16666.333333333332,18831,14869,399.992,6,0.8850477050254013
2026-03-28,16248.291666666666,17598,14989,389.959,19,0.9233033109823086
2026-03-29,15308.583333333334,16802,14052,367.406,19,0.9111167321350633
2026-03-30,15437.041666666666,16853,13502,370.489,7,0.9159818232164402
2026-03-31,16058.916666666666,17934,12868,385.414,16,0.8954453366045871
2026-04-01,16586.041666666668,17888,14058,398.065,19,0.9272161039057842
2026-04-02,16719.875,17978,14571,401.277,16,0.9300186338858605
2026-04-03,14154.333333333334,15145,13397,339.704,19,0.9345878727852978
2026-04-04,14996.0,16417,12910,359.904,16,0.9134433818602667
2026-04-05,15062.833333333334,16555,12955,361.508,19,0.9098661028893588
2026-04-06,16245.5,17858,14095,389.892,19,0.9097043341919588
2026-04-07,16790.416666666668,18461,14675,402.97,19,0.9095074300778218
2026-04-08,16009.083333333334,17853,14643,384.218,6,0.8967167049422133
2026-04-09,15407.541666666666,16948,13697,369.781,19,0.9091067775942097
2026-04-10,16293.541666666666,18011,13565,391.045,10,0.9046439213073492
2026-04-11,14671.25,16148,13832,352.11,19,0.9085490463215259
2026-04-12,15300.708333333334,16766,13156,367.217,19,0.9126033838323592
2026-04-13,15439.0,16916,13363,370.536,19,0.9126862142350437
2026-04-14,15340.708333333334,16759,13053,368.177,19,0.9153713427611035
2026-04-15,15635.75,17278,13220,375.258,16,0.9049513832619516
2026-04-16,15619.875,17016,13407,374.877,9,0.917952221438646
2026-04-17,14677.875,16247,13057,352.269,7,0.9034206315012002
2026-04-18,14376.791666666666,15983,12415,345.043,16,0.8995052034453273
2026-04-19,14638.916666666666,16650,12884,351.334,19,0.8792142142142142
2026-04-20,15817.041666666666,17593,14199,379.609,19,0.8990531271907387
2026-04-21,15532.458333333334,17073,13956,372.779,19,0.9097673714832387
2026-04-22,14901.208333333334,16537,13332,357.629,6,0.9010829251577271
2026-04-23,14922.458333333334,16609,13154,358.139,19,0.8984561583077448
2026-04-24,14790.5,16354,12963,354.972,19,0.9043964779258897
2026-04-25,14792.875,16008,13054,355.029,10,0.9240926411794103
2026-04-26,13826.5,15517,12950,331.836,19,0.8910549719662306
2026-04-27,14435.458333333334,16003,12689,346.451,19,0.9020470120185798
2026-04-28,15101.708333333334,16775,12325,362.441,19,0.90025086934923
2026-04-29,15605.833333333334,16963,13107,374.54,16,0.9199925327673958
2026-04-30,15471.25,16885,13594,371.31,19,0.9162718389102754
2026-05-01,15427.208333333334,16507,13825,370.253,19,0.934585832273177
2026-05-02,14944.75,15970,13594,358.674,16,0.9358015028177833
2026-05-03,14013.291666666666,15800,13060,336.319,19,0.886917194092827
2026-05-04,14448.333333333334,16280,12576,346.76,19,0.8874897624897625
2026-05-05,15167.125,17033,12848,364.011,16,0.8904552926671755
2026-05-06,15265.958333333334,16648,13216,366.383,19,0.9169845226653852
2026-05-07,15252.125,16750,13554,366.051,19,0.9105746268656716
2026-05-08,14871.708333333334,16295,13549,356.921,7,0.9126546998056664
2026-05-09,13971.125,15302,12764,335.307,16,0.9130260750228728
2026-05-10,13574.333333333334,15469,12417,325.784,20,0.8775184778158468
2026-05-11,14815.625,16326,12791,355.575,19,0.9074865245620483
2026-05-12,14814.5,16351,13420,355.548,19,0.9060302122194361
2026-05-13,15287.208333333334,16851,12938,366.893,19,0.9071988803829645
2026-05-14,15450.916666666666,16889,13405,370.822,19,0.9148508891388872
2026-05-15,14808.083333333334,15855,13213,355.394,7,0.9339693051613582
2026-05-16,13851.625,14973,12558,332.439,19,0.9251068590128899
2026-05-17,13899.166666666666,16211,12050,333.58,18,0.8573910719059075
2026-05-18,15339.5,18889,12304,368.148,17,0.8120863994917676
2026-05-19,17515.75,20820,14009,420.378,16,0.8412944284341979
2026-05-20,15228.666666666666,16375,13705,365.488,17,0.9299949109414758
2026-05-21,14584.416666666666,16170,13184,350.026,20,0.9019428983714698
2026-05-22,14184.458333333334,15728,12623,340.427,19,0.9018602704306545
2026-05-23,14308.875,16087,12168,343.413,16,0.8894682041399888
2026-05-24,14423.5,16203,12288,346.164,16,0.8901746590137629
2026-05-25,15256.583333333334,17561,12730,366.158,18,0.8687764554030712
2026-05-26,16107.625,19109,12750,386.583,18,0.8429339578209221
2026-05-27,16022.5,18153,13350,384.54,16,0.882636478818928
2026-05-28,15109.791666666666,17255,13158,362.635,18,0.8756761325219743
2026-05-29,15034.916666666666,17092,12977,360.838,18,0.8796464232779467
2026-05-30,13697.291666666666,15808,12326,328.735,18,0.8664784708164642
2026-05-31,13948.25,16721,11884,334.758,18,0.8341755875844746
2026-06-01,14953.833333333334,17182,12510,358.892,19,0.8703197144298297
2026-06-02,15419.291666666666,18129,12504,370.063,18,0.850531836652141
2026-06-03,16171.875,19800,12470,388.125,18,0.8167613636363636
2026-06-04,16800.375,20289,13340,403.209,17,0.8280533786781015
2026-06-05,17416.333333333332,20594,13935,417.992,16,0.8456993946456897
2026-06-06,16271.416666666666,18846,13770,390.514,17,0.8633883405850932
2026-06-07,15526.125,18825,12831,372.627,18,0.8247609561752988
2026-06-08,16716.791666666668,20320,12794,401.203,17,0.8226767552493439
2026-06-09,17692.041666666668,21218,13840,424.609,16,0.8338223049611966
2026-06-10,18812.875,21755,15080,451.509,16,0.8647609744886233
2026-06-11,19366.291666666668,22044,15453,464.791,18,0.8785289269944959
2026-06-12,18388.666666666668,20754,15216,441.328,17,0.8860300022485625
2026-06-13,16901.375,20121,13615,405.633,17,0.8399868296804334
2026-06-14,15234.583333333334,16899,13236,365.63,16,0.9015079787758645
2026-06-15,14985.875,17075,12544,359.661,18,0.8776500732064422
2026-06-16,15359.666666666666,17554,12650,368.632,17,0.874995252743914
2026-06-17,15603.25,17731,12928,374.478,16,0.8799983080480515
2026-06-18,15632.375,17317,13356,375.177,16,0.902718426979269
2026-06-19,15383.291666666666,17205,12989,369.199,17,0.8941175046013755
2026-06-20,14678.375,16740,12814,352.281,17,0.876844384707288
2026-06-21,14883.625,17464,12373,357.207,17,0.8522460490151168
2026-06-22,15913.083333333334,17968,12899,381.914,18,0.8856346467794598
2026-06-23,16066.833333333334,18675,13332,385.604,18,0.860339134315038
2026-06-24,16261.541666666666,18791,13209,390.277,16,0.8653899029677328
2026-06-25,16236.666666666666,18104,13691,389.68,16,0.896855206952423
2026-06-26,16209.375,18424,13605,389.025,16,0.8797967325227963
2026-06-27,16158.916666666666,19398,13309,387.814,17,0.8330197271196343
2026-06-28,16703.458333333332,20657,12733,400.883,17,0.8086100756805602
2026-06-29,18539.208333333332,22234,13977,444.941,17,0.8338224491019759
2026-06-30,20095.416666666668,23526,15071,482.29,18,0.8541790642976566
2026-07-01,20683.708333333332,23833,17039,496.409,13,0.8678600400005594
2026-07-02,21409.291666666668,24734,16450,513.823,17,0.865581453330099
2026-07-03,20882.916666666668,23857,17293,501.19,16,0.8753370778667338
2026-07-04,18731.791666666668,21416,16464,449.563,17,0.8746634136471175
2026-07-05,17421.916666666668,20247,14598,418.126,16,0.860469040680924
2026-07-06,18328.75,22353,13719,439.89,17,0.8199682369256923
2026-07-07,19258.541666666668,22870,15270,462.205,16,0.8420875236845942
2026-07-08,19975.75,23255,15420,479.418,18,0.8589873145560094
2026-07-09,19576.625,22248,16381,469.839,12,0.8799274092053219
2026-07-10,19015.958333333332,22544,15248,456.383,16,0.8435041844097468
2026-07-11,17997.041666666668,21180,14773,431.929,17,0.849718681145735
2026-07-12,17634.0,21445,14007,423.216,16,0.8222895779902075
2026-07-13,19681.208333333332,23982,14599,472.349,17,0.8206658466071776
2026-07-14,21883.416666666668,25646,16416,525.202,16,0.8532877121838364
2026-07-15,20275.083333333332,21748,17127,486.602,12,0.9322734657593035
2026-07-16,19103.625,22709,15140,458.487,16,0.8412358536263156
2026-07-17,18583.583333333332,22134,15071,446.006,16,0.8395944399265082
2026-07-18,17633.958333333332,20282,15122,423.215,16,0.8694388291752949
2026-07-19,15824.458333333334,19079,12851,379.787,18,0.8294175970089278
2026-07-20,17280.0,20738,14048,414.72,16,0.8332529655704504
2026-07-21,17802.833333333332,20088,14838,427.268,16,0.8862422009823443
2026-07-22,15933.083333333334,17941,13898,382.394,17,0.8880822325028334
2026-07-23,16230.125,19501,13432,389.523,18,0.8322714219783601
2026-07-24,16916.25,20383,13540,405.99,17,0.8299195407937987
2026-07-25,16824.125,19892,13661,403.779,16,0.8457734265031168
2026-07-26,17449.75,21261,14071,418.794,17,0.8207398523117445
2026-07-27,19245.583333333332,22461,15319,461.894,16,0.8568444563168751
2026-07-28,17100.0,17100,17100,17.1,0,1.0
